"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"7942611"	"1.06e-01"	"1.26e-02"	"2.75"	"-3.43931"	"4.33e-01"	""	""
"8093916"	"1.06e-01"	"1.26e-02"	"2.75"	"-3.43993"	"4.79e-01"	"MAN2B2"	"mannosidase alpha class 2B member 2"
"7996051"	"1.06e-01"	"1.26e-02"	"-2.75"	"-3.44001"	"-8.64e-01"	"POLR2C"	"RNA polymerase II subunit C"
"7949518"	"1.06e-01"	"1.26e-02"	"-2.75"	"-3.44101"	"-1.23"	"FIBP"	"FGF1 intracellular binding protein"
"7947934"	"1.06e-01"	"1.27e-02"	"-2.75"	"-3.44268"	"-1.31"	"MTCH2"	"mitochondrial carrier 2"
"7905092"	"1.06e-01"	"1.27e-02"	"-2.75"	"-3.4433"	"-5.88e-01"	"BOLA1"	"bolA family member 1"
"8008151"	"1.06e-01"	"1.27e-02"	"-2.74"	"-3.44434"	"-2.03"	"IGF2BP1"	"insulin like growth factor 2 mRNA binding protein 1"
"7912004"	"1.06e-01"	"1.27e-02"	"2.74"	"-3.44461"	"5.17e-01"	"GPR153"	"G protein-coupled receptor 153"
"7893821"	"1.06e-01"	"1.27e-02"	"-2.74"	"-3.44479"	"-1.20"	""	""
"8090737"	"1.06e-01"	"1.27e-02"	"2.74"	"-3.44526"	"8.86e-01"	"NPHP3-ACAD11///NPHP3"	"NPHP3-ACAD11 readthrough (NMD candidate)///nephronophthisis 3 (adolescent)"
"7895532"	"1.06e-01"	"1.27e-02"	"-2.74"	"-3.44815"	"-1.23"	""	""
"8133896"	"1.06e-01"	"1.27e-02"	"2.74"	"-3.44834"	"5.07e-01"	""	""
"8111887"	"1.06e-01"	"1.27e-02"	"2.74"	"-3.44855"	"5.81e-01"	"PLCXD3"	"phosphatidylinositol specific phospholipase C X domain containing 3"
"7931268"	"1.06e-01"	"1.28e-02"	"-2.74"	"-3.44881"	"-9.67e-01"	"BCCIP"	"BRCA2 and CDKN1A interacting protein"
"8106122"	"1.06e-01"	"1.28e-02"	"-2.74"	"-3.4491"	"-9.46e-01"	"TNPO1"	"transportin 1"
"8127629"	"1.06e-01"	"1.28e-02"	"-2.74"	"-3.44934"	"-1.19"	"COX7A2"	"cytochrome c oxidase subunit 7A2"
"8034034"	"1.06e-01"	"1.28e-02"	"-2.74"	"-3.44954"	"-5.67e-01"	"KEAP1"	"kelch like ECH associated protein 1"
"8043465"	"1.06e-01"	"1.28e-02"	"2.74"	"-3.44958"	"3.27"	"IGKC"	"immunoglobulin kappa constant"
"8087907"	"1.06e-01"	"1.28e-02"	"2.74"	"-3.45008"	"7.39e-01"	"SEMA3G"	"semaphorin 3G"
"8147785"	"1.07e-01"	"1.28e-02"	"-2.74"	"-3.455"	"-9.25e-01"	"DCAF13"	"DDB1 and CUL4 associated factor 13"
"8025788"	"1.07e-01"	"1.28e-02"	"-2.74"	"-3.45576"	"-8.27e-01"	"SMARCA4"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
"7945101"	"1.07e-01"	"1.29e-02"	"-2.74"	"-3.4569"	"-1.19"	"DCPS"	"decapping enzyme, scavenger"
"7896130"	"1.07e-01"	"1.29e-02"	"-2.74"	"-3.45823"	"-1.33"	""	""
"8138088"	"1.07e-01"	"1.29e-02"	"-2.74"	"-3.45828"	"-7.04e-01"	"FAM220A"	"family with sequence similarity 220 member A"
"8143341"	"1.07e-01"	"1.29e-02"	"2.74"	"-3.45849"	"1.29"	"KDM7A"	"lysine demethylase 7A"
"7991049"	"1.07e-01"	"1.29e-02"	"-2.74"	"-3.46081"	"-8.48e-01"	"C15orf40"	"chromosome 15 open reading frame 40"
"7956257"	"1.07e-01"	"1.29e-02"	"-2.74"	"-3.46085"	"-6.19e-01"	"SPRYD4"	"SPRY domain containing 4"
"8053496"	"1.07e-01"	"1.29e-02"	"-2.74"	"-3.46132"	"-9.86e-01"	"POLR1A///POLR1A"	"RNA polymerase I subunit A///RNA polymerase I subunit A"
"8173310"	"1.08e-01"	"1.29e-02"	"2.74"	"-3.46276"	"8.16e-01"	"OPHN1"	"oligophrenin 1"
"7944530"	"1.08e-01"	"1.29e-02"	"2.74"	"-3.46293"	"5.67e-01"	"OAF"	"out at first homolog"
"7978527"	"1.08e-01"	"1.30e-02"	"-2.74"	"-3.46325"	"-1.06"	"DTD2"	"D-tyrosyl-tRNA deacylase 2 (putative)"
"7987165"	"1.08e-01"	"1.30e-02"	"-2.74"	"-3.46405"	"-9.25e-01"	"AVEN"	"apoptosis and caspase activation inhibitor"
"8147112"	"1.08e-01"	"1.30e-02"	"2.73"	"-3.46553"	"8.62e-01"	"CA13"	"carbonic anhydrase 13"
"8120215"	"1.08e-01"	"1.30e-02"	"2.73"	"-3.46598"	"8.14e-01"	"PAQR8"	"progestin and adipoQ receptor family member 8"
"8032972"	"1.08e-01"	"1.30e-02"	"-2.73"	"-3.46622"	"-8.72e-01"	""	""
"8140864"	"1.08e-01"	"1.30e-02"	"-2.73"	"-3.46675"	"-9.02e-01"	"CYP51A1"	"cytochrome P450 family 51 subfamily A member 1"
"7946149"	"1.08e-01"	"1.30e-02"	"2.73"	"-3.46703"	"8.70e-01"	"APBB1"	"amyloid beta precursor protein binding family B member 1"
"7904000"	"1.08e-01"	"1.30e-02"	"-2.73"	"-3.46717"	"-1.24"	"DDX20"	"DEAD-box helicase 20"
"8117600"	"1.08e-01"	"1.30e-02"	"-2.73"	"-3.46856"	"-1.09"	"HIST1H2BN///HIST1H2AK"	"histone cluster 1, H2bn///histone cluster 1, H2ak"
"7929990"	"1.08e-01"	"1.30e-02"	"-2.73"	"-3.46866"	"-8.85e-01"	"PPRC1"	"peroxisome proliferator-activated receptor gamma, coactivator-related 1"
"8074817"	"1.08e-01"	"1.30e-02"	"-2.73"	"-3.46978"	"-7.05e-01"	"TOP3B"	"topoisomerase (DNA) III beta"
"8031762"	"1.08e-01"	"1.30e-02"	"2.73"	"-3.47023"	"9.43e-01"	"ZNF549"	"zinc finger protein 549"
"8157074"	"1.08e-01"	"1.31e-02"	"-2.73"	"-3.47286"	"-9.14e-01"	"FKTN"	"fukutin"
"8120043"	"1.09e-01"	"1.31e-02"	"2.73"	"-3.47394"	"9.83e-01"	"RUNX2"	"runt related transcription factor 2"
"7963064"	"1.09e-01"	"1.31e-02"	"-2.73"	"-3.47423"	"-9.49e-01"	"MCRS1"	"microspherule protein 1"
"8080562"	"1.09e-01"	"1.31e-02"	"2.73"	"-3.47515"	"1.31"	"IL17RB"	"interleukin 17 receptor B"
"8072488"	"1.09e-01"	"1.31e-02"	"-2.73"	"-3.47568"	"-1.13"	"DRG1"	"developmentally regulated GTP binding protein 1"
"7956908"	"1.09e-01"	"1.31e-02"	"-2.73"	"-3.47582"	"-5.51e-01"	""	""
"7955331"	"1.09e-01"	"1.31e-02"	"-2.73"	"-3.47605"	"-8.11e-01"	"SMARCD1"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"
"7951565"	"1.09e-01"	"1.31e-02"	"2.73"	"-3.47693"	"1.31"	"ARHGAP20"	"Rho GTPase activating protein 20"
"8180273"	"1.09e-01"	"1.32e-02"	"2.73"	"-3.47762"	"1.02"	"PCDHA12"	"protocadherin alpha 12"
"8110472"	"1.09e-01"	"1.32e-02"	"2.73"	"-3.47797"	"5.25e-01"	"ZFP2"	"ZFP2 zinc finger protein"
"8084607"	"1.09e-01"	"1.32e-02"	"-2.73"	"-3.47895"	"-1.05"	"SENP2"	"SUMO1/sentrin/SMT3 specific peptidase 2"
"8156132"	"1.09e-01"	"1.32e-02"	"-2.73"	"-3.47936"	"-8.29e-01"	""	""
"7924969"	"1.09e-01"	"1.32e-02"	"-2.73"	"-3.48052"	"-6.19e-01"	"TAF5L"	"TATA-box binding protein associated factor 5 like"
"7905789"	"1.09e-01"	"1.32e-02"	"2.73"	"-3.48073"	"7.51e-01"	"IL6R"	"interleukin 6 receptor"
"8060205"	"1.09e-01"	"1.32e-02"	"-2.73"	"-3.48082"	"-7.55e-01"	"PASK"	"PAS domain containing serine/threonine kinase"
"7894124"	"1.09e-01"	"1.32e-02"	"-2.73"	"-3.48155"	"-1.41"	""	""
"8110681"	"1.09e-01"	"1.32e-02"	"-2.73"	"-3.48239"	"-7.39e-01"	""	""
"8031865"	"1.09e-01"	"1.32e-02"	"2.73"	"-3.48247"	"6.94e-01"	""	""
"7896365"	"1.09e-01"	"1.32e-02"	"-2.73"	"-3.4825"	"-7.16e-01"	""	""
"8016444"	"1.09e-01"	"1.32e-02"	"2.73"	"-3.48349"	"7.09e-01"	"HOXB3"	"homeobox B3"
"7916775"	"1.09e-01"	"1.32e-02"	"2.73"	"-3.48383"	"9.15e-01"	""	""
"8151756"	"1.09e-01"	"1.32e-02"	"2.73"	"-3.48407"	"1.07"	"TMEM55A"	"transmembrane protein 55A"
"7941694"	"1.09e-01"	"1.32e-02"	"-2.73"	"-3.48408"	"-1.09"	"RBM14"	"RNA binding motif protein 14"
"7900609"	"1.09e-01"	"1.32e-02"	"2.73"	"-3.48412"	"3.89e-01"	"ERMAP"	"erythroblast membrane associated protein (Scianna blood group)"
"8148553"	"1.09e-01"	"1.33e-02"	"-2.72"	"-3.48589"	"-1.68"	"LY6K"	"lymphocyte antigen 6 complex, locus K"
"7984319"	"1.09e-01"	"1.33e-02"	"-2.72"	"-3.48599"	"-8.13e-01"	"MAP2K1"	"mitogen-activated protein kinase kinase 1"
"7983191"	"1.09e-01"	"1.33e-02"	"-2.72"	"-3.48614"	"-1.55"	"ADAL"	"adenosine deaminase like"
"7893079"	"1.09e-01"	"1.33e-02"	"-2.72"	"-3.48621"	"-1.00"	""	""
"8066161"	"1.09e-01"	"1.33e-02"	"2.72"	"-3.4865"	"5.30e-01"	"MROH8"	"maestro heat like repeat family member 8"
"8011293"	"1.09e-01"	"1.33e-02"	"-2.72"	"-3.4871"	"-1.05"	"CLUH"	"clustered mitochondria homolog"
"8121861"	"1.09e-01"	"1.33e-02"	"-2.72"	"-3.48744"	"-8.27e-01"	"NCOA7"	"nuclear receptor coactivator 7"
"8131831"	"1.09e-01"	"1.33e-02"	"-2.72"	"-3.48817"	"-7.88e-01"	"NUPL2"	"nucleoporin like 2"
"7894041"	"1.09e-01"	"1.33e-02"	"-2.72"	"-3.48818"	"-1.06"	""	""
"8152333"	"1.09e-01"	"1.33e-02"	"2.72"	"-3.48951"	"8.94e-01"	""	""
"7894698"	"1.10e-01"	"1.33e-02"	"-2.72"	"-3.4913"	"-1.15"	""	""
"8135319"	"1.10e-01"	"1.33e-02"	"2.72"	"-3.49132"	"5.27e-01"	""	""
"7914103"	"1.10e-01"	"1.33e-02"	"2.72"	"-3.49139"	"5.87e-01"	"AHDC1"	"AT-hook DNA binding motif containing 1"
"8029918"	"1.10e-01"	"1.34e-02"	"-2.72"	"-3.49192"	"-9.04e-01"	"DHX34"	"DEAH-box helicase 34"
"7904726"	"1.10e-01"	"1.34e-02"	"2.72"	"-3.49219"	"3.32"	"TXNIP"	"thioredoxin interacting protein"
"8005957"	"1.10e-01"	"1.34e-02"	"-2.72"	"-3.49246"	"-9.57e-01"	"SNORD4B"	"small nucleolar RNA, C/D box 4B"
"8125775"	"1.10e-01"	"1.34e-02"	"-2.72"	"-3.49271"	"-1.69"	"UQCC2"	"ubiquinol-cytochrome c reductase complex assembly factor 2"
"8137953"	"1.10e-01"	"1.34e-02"	"2.72"	"-3.49279"	"6.38e-01"	"TNRC18"	"trinucleotide repeat containing 18"
"7996219"	"1.10e-01"	"1.34e-02"	"2.72"	"-3.49299"	"7.62e-01"	"NDRG4"	"NDRG family member 4"
"8090872"	"1.10e-01"	"1.34e-02"	"2.72"	"-3.49737"	"8.09e-01"	"KY"	"kyphoscoliosis peptidase"
"7939569"	"1.10e-01"	"1.35e-02"	"2.72"	"-3.49991"	"5.09e-01"	"PRDM11"	"PR/SET domain 11"
"8119169"	"1.10e-01"	"1.35e-02"	"-2.72"	"-3.50003"	"-6.68e-01"	"TBC1D22B"	"TBC1 domain family member 22B"
"7894522"	"1.10e-01"	"1.35e-02"	"2.72"	"-3.5004"	"6.17e-01"	""	""
"8022145"	"1.11e-01"	"1.35e-02"	"2.72"	"-3.50262"	"1.02"	"L3MBTL4"	"l(3)mbt-like 4 (Drosophila)"
"8119842"	"1.11e-01"	"1.35e-02"	"-2.72"	"-3.50342"	"-1.09"	"POLR1C"	"RNA polymerase I subunit C"
"8030982"	"1.11e-01"	"1.35e-02"	"2.72"	"-3.50416"	"7.35e-01"	"ZNF761///ZNF525///ZNF320///ZNF813///ZNF845///ZNF765///ZNF468///ZNF83///ZNF701///ZNF28"	"zinc finger protein 761///zinc finger protein 525///zinc finger protein 320///zinc finger protein 813///zinc finger protein 845///zinc finger protein 765///zinc finger protein 468///zinc finger protein 83///zinc finger protein 701///zinc finger protein 28"
"7979721"	"1.11e-01"	"1.35e-02"	"2.72"	"-3.50465"	"1.02"	"TMEM229B"	"transmembrane protein 229B"
"8170635"	"1.11e-01"	"1.35e-02"	"2.72"	"-3.50495"	"7.20e-01"	"ZNF275"	"zinc finger protein 275"
"7895008"	"1.11e-01"	"1.36e-02"	"-2.71"	"-3.50564"	"-1.17"	""	""
"8036224"	"1.11e-01"	"1.36e-02"	"2.71"	"-3.50599"	"7.55e-01"	"TYROBP"	"TYRO protein tyrosine kinase binding protein"
"8075992"	"1.11e-01"	"1.36e-02"	"2.71"	"-3.50651"	"4.34e-01"	"SOX10"	"SRY-box 10"
"7985560"	"1.11e-01"	"1.36e-02"	"2.71"	"-3.5071"	"1.27"	"CSPG4P5"	"chondroitin sulfate proteoglycan 4 pseudogene 5"
"7922008"	"1.11e-01"	"1.36e-02"	"-2.71"	"-3.50737"	"-7.82e-01"	"TADA1"	"transcriptional adaptor 1"
"8011692"	"1.11e-01"	"1.36e-02"	"-2.71"	"-3.50773"	"-9.33e-01"	"PELP1"	"proline, glutamate and leucine rich protein 1"
"8178884"	"1.11e-01"	"1.36e-02"	"2.71"	"-3.50893"	"1.59"	"HLA-DMA"	"major histocompatibility complex, class II, DM alpha"
"8180086"	"1.11e-01"	"1.36e-02"	"2.71"	"-3.50893"	"1.59"	"HLA-DMA"	"major histocompatibility complex, class II, DM alpha"
"7974190"	"1.11e-01"	"1.36e-02"	"-2.71"	"-3.50949"	"-9.68e-01"	"DNAJC19"	"DnaJ heat shock protein family (Hsp40) member C19"
"8006999"	"1.11e-01"	"1.36e-02"	"2.71"	"-3.50954"	"6.37e-01"	"CSF3"	"colony stimulating factor 3"
"8047243"	"1.11e-01"	"1.36e-02"	"-2.71"	"-3.50968"	"-9.59e-01"	"MARS2"	"methionyl-tRNA synthetase 2, mitochondrial"
"7893948"	"1.11e-01"	"1.36e-02"	"-2.71"	"-3.5108"	"-9.05e-01"	""	""
"8013348"	"1.11e-01"	"1.36e-02"	"-2.71"	"-3.51094"	"-7.60e-01"	"RPS2"	"ribosomal protein S2"
"7934278"	"1.11e-01"	"1.36e-02"	"-2.71"	"-3.5112"	"-1.12"	"P4HA1///P4HA1"	"prolyl 4-hydroxylase subunit alpha 1///prolyl 4-hydroxylase subunit alpha 1"
"7933298"	"1.11e-01"	"1.36e-02"	"2.71"	"-3.51218"	"6.15e-01"	"SYT15"	"synaptotagmin 15"
"8010287"	"1.11e-01"	"1.37e-02"	"2.71"	"-3.51283"	"7.21e-01"	"C1QTNF1"	"C1q and tumor necrosis factor related protein 1"
"7895090"	"1.11e-01"	"1.37e-02"	"-2.71"	"-3.5142"	"-1.12"	""	""
"8133728"	"1.11e-01"	"1.37e-02"	"-2.71"	"-3.51458"	"-1.23"	"ZP3"	"zona pellucida glycoprotein 3 (sperm receptor)"
"7899884"	"1.11e-01"	"1.37e-02"	"-2.71"	"-3.51514"	"-4.37e-01"	"ZSCAN20"	"zinc finger and SCAN domain containing 20"
"7923824"	"1.12e-01"	"1.37e-02"	"-2.71"	"-3.51652"	"-6.58e-01"	"SLC41A1"	"solute carrier family 41 member 1"
"8089584"	"1.12e-01"	"1.37e-02"	"-2.71"	"-3.51863"	"-7.07e-01"	"NEPRO"	"nucleolus and neural progenitor protein"
"8092849"	"1.12e-01"	"1.38e-02"	"-2.71"	"-3.5194"	"-1.10"	"ATP13A3"	"ATPase 13A3"
"7896937"	"1.12e-01"	"1.38e-02"	"-2.71"	"-3.51951"	"-7.33e-01"	"ATAD3C///ATAD3B///ATAD3A"	"ATPase family, AAA domain containing 3C///ATPase family, AAA domain containing 3B///ATPase family, AAA domain containing 3A"
"8108708"	"1.12e-01"	"1.38e-02"	"2.71"	"-3.51957"	"7.12e-01"	"PCDHB7"	"protocadherin beta 7"
"8114363"	"1.12e-01"	"1.38e-02"	"2.71"	"-3.52074"	"9.13e-01"	""	""
"8003621"	"1.12e-01"	"1.38e-02"	"-2.71"	"-3.52189"	"-8.48e-01"	"MRM3"	"mitochondrial rRNA methyltransferase 3"
"7995438"	"1.12e-01"	"1.38e-02"	"2.71"	"-3.52208"	"7.68e-01"	""	""
"8106818"	"1.12e-01"	"1.38e-02"	"-2.71"	"-3.5221"	"-8.10e-01"	"LOC731157"	"uncharacterized LOC731157"
"7977761"	"1.12e-01"	"1.38e-02"	"2.71"	"-3.5226"	"8.17e-01"	"SALL2"	"spalt like transcription factor 2"
"8042772"	"1.12e-01"	"1.38e-02"	"-2.71"	"-3.52335"	"-5.68e-01"	"STAMBP"	"STAM binding protein"
"7893836"	"1.12e-01"	"1.38e-02"	"2.71"	"-3.52337"	"7.87e-01"	""	""
"8172296"	"1.12e-01"	"1.38e-02"	"-2.71"	"-3.52393"	"-8.02e-01"	"NDUFB11"	"NADH:ubiquinone oxidoreductase subunit B11"
"8113305"	"1.12e-01"	"1.38e-02"	"-2.71"	"-3.52444"	"-8.11e-01"	"CHD1"	"chromodomain helicase DNA binding protein 1"
"7954591"	"1.12e-01"	"1.38e-02"	"-2.71"	"-3.52464"	"-1.12"	"MRPS35"	"mitochondrial ribosomal protein S35"
"7915995"	"1.12e-01"	"1.38e-02"	"-2.71"	"-3.52473"	"-9.67e-01"	"FAF1"	"Fas associated factor 1"
"8025301"	"1.12e-01"	"1.39e-02"	"2.70"	"-3.52647"	"1.11"	""	""
"7920725"	"1.12e-01"	"1.39e-02"	"-2.70"	"-3.52654"	"-8.99e-01"	"SCAMP3"	"secretory carrier membrane protein 3"
"8164607"	"1.12e-01"	"1.39e-02"	"2.70"	"-3.5266"	"7.64e-01"	"FNBP1"	"formin binding protein 1"
"8042705"	"1.12e-01"	"1.39e-02"	"-2.70"	"-3.52664"	"-8.61e-01"	"SMYD5"	"SMYD family member 5"
"8148783"	"1.12e-01"	"1.39e-02"	"-2.70"	"-3.52749"	"-7.35e-01"	"MROH1"	"maestro heat like repeat family member 1"
"7907286"	"1.12e-01"	"1.39e-02"	"2.70"	"-3.52798"	"9.50e-01"	"FMO1"	"flavin containing monooxygenase 1"
"7922414"	"1.12e-01"	"1.39e-02"	"-2.70"	"-3.52817"	"-1.11"	"SNORD76///GAS5"	"small nucleolar RNA, C/D box 76///growth arrest specific 5 (non-protein coding)"
"7905116"	"1.13e-01"	"1.39e-02"	"2.70"	"-3.52918"	"9.87e-01"	"PLEKHO1"	"pleckstrin homology domain containing O1"
"8036710"	"1.13e-01"	"1.40e-02"	"2.70"	"-3.53277"	"1.52"	"GMFG"	"glia maturation factor gamma"
"8084982"	"1.13e-01"	"1.40e-02"	"-2.70"	"-3.53388"	"-8.60e-01"	"NCBP2-AS2"	"NCBP2 antisense RNA 2 (head to head)"
"8005202"	"1.13e-01"	"1.40e-02"	"-2.70"	"-3.53444"	"-1.82"	"SNORD49A"	"small nucleolar RNA, C/D box 49A"
"8087419"	"1.13e-01"	"1.40e-02"	"2.70"	"-3.53447"	"7.98e-01"	"AMT///AMT"	"aminomethyltransferase///aminomethyltransferase"
"8178193"	"1.13e-01"	"1.40e-02"	"2.70"	"-3.53527"	"4.48"	"HLA-DRA///HLA-DQA1"	"major histocompatibility complex, class II, DR alpha///major histocompatibility complex, class II, DQ alpha 1"
"8159642"	"1.13e-01"	"1.40e-02"	"-2.70"	"-3.53714"	"-1.18"	"TUBB4B"	"tubulin beta 4B class IVb"
"7915130"	"1.13e-01"	"1.40e-02"	"-2.70"	"-3.53725"	"-9.59e-01"	"SF3A3"	"splicing factor 3a subunit 3"
"8177628"	"1.13e-01"	"1.41e-02"	"-2.70"	"-3.53928"	"-6.87e-01"	"CCDC125"	"coiled-coil domain containing 125"
"8000932"	"1.13e-01"	"1.41e-02"	"-2.70"	"-3.53929"	"-5.91e-01"	"CCDC189"	"coiled-coil domain containing 189"
"8105013"	"1.14e-01"	"1.41e-02"	"2.70"	"-3.54023"	"7.28e-01"	"EGFLAM"	"EGF like, fibronectin type III and laminin G domains"
"8027886"	"1.14e-01"	"1.41e-02"	"-2.70"	"-3.54087"	"-5.19e-01"	"HAUS5"	"HAUS augmin like complex subunit 5"
"8128133"	"1.14e-01"	"1.41e-02"	"-2.70"	"-3.54095"	"-4.75e-01"	"LYRM2"	"LYR motif containing 2"
"7894649"	"1.14e-01"	"1.41e-02"	"-2.70"	"-3.54182"	"-1.05"	""	""
"8157092"	"1.14e-01"	"1.41e-02"	"-2.70"	"-3.5437"	"-1.15"	"TMEM38B"	"transmembrane protein 38B"
"7895885"	"1.14e-01"	"1.41e-02"	"-2.70"	"-3.54377"	"-9.29e-01"	""	""
"7953603"	"1.14e-01"	"1.41e-02"	"2.70"	"-3.54409"	"2.95"	"C1S"	"complement component 1, s subcomponent"
"7917276"	"1.14e-01"	"1.41e-02"	"2.70"	"-3.54537"	"1.88"	"LPAR3"	"lysophosphatidic acid receptor 3"
"7894134"	"1.14e-01"	"1.42e-02"	"-2.69"	"-3.54628"	"-1.25"	""	""
"8144701"	"1.14e-01"	"1.42e-02"	"2.69"	"-3.548"	"1.15"	"LOC100131581"	"uncharacterized LOC100131581"
"8077612"	"1.15e-01"	"1.42e-02"	"2.69"	"-3.55023"	"8.96e-01"	"ARPC4-TTLL3///TTLL3"	"ARPC4-TTLL3 readthrough///tubulin tyrosine ligase like 3"
"7944913"	"1.15e-01"	"1.42e-02"	"-2.69"	"-3.55107"	"-8.82e-01"	"CCDC15"	"coiled-coil domain containing 15"
"7946267"	"1.15e-01"	"1.42e-02"	"-2.69"	"-3.55138"	"-9.56e-01"	"MRPL17"	"mitochondrial ribosomal protein L17"
"8101411"	"1.15e-01"	"1.43e-02"	"-2.69"	"-3.55316"	"-6.17e-01"	"LIN54"	"lin-54 DREAM MuvB core complex component"
"7892532"	"1.15e-01"	"1.43e-02"	"-2.69"	"-3.55321"	"-6.95e-01"	""	""
"8066256"	"1.15e-01"	"1.43e-02"	"-2.69"	"-3.55334"	"-6.04e-01"	"SNHG17///SNORA71B"	"small nucleolar RNA host gene 17///small nucleolar RNA, H/ACA box 71B"
"7893265"	"1.15e-01"	"1.43e-02"	"-2.69"	"-3.55344"	"-1.47"	""	""
"7982753"	"1.15e-01"	"1.43e-02"	"-2.69"	"-3.55357"	"-8.37e-01"	"RPUSD2"	"RNA pseudouridylate synthase domain containing 2"
"8074481"	"1.15e-01"	"1.43e-02"	"-2.69"	"-3.5538"	"-4.73e-01"	"C22orf29///GNB1L"	"chromosome 22 open reading frame 29///G protein subunit beta 1 like"
"8118661"	"1.15e-01"	"1.43e-02"	"-2.69"	"-3.55435"	"-9.75e-01"	"PFDN6"	"prefoldin subunit 6"
"8178270"	"1.15e-01"	"1.43e-02"	"-2.69"	"-3.55435"	"-9.75e-01"	"PFDN6"	"prefoldin subunit 6"
"8179559"	"1.15e-01"	"1.43e-02"	"-2.69"	"-3.55435"	"-9.75e-01"	"PFDN6"	"prefoldin subunit 6"
"8043621"	"1.15e-01"	"1.43e-02"	"2.69"	"-3.55553"	"4.60e-01"	"ARID5A"	"AT-rich interaction domain 5A"
"7926127"	"1.15e-01"	"1.43e-02"	"2.69"	"-3.55595"	"1.50"	"CELF2"	"CUGBP, Elav-like family member 2"
"8039316"	"1.15e-01"	"1.43e-02"	"2.69"	"-3.55658"	"5.89e-01"	"PPP1R12C"	"protein phosphatase 1 regulatory subunit 12C"
"8063453"	"1.15e-01"	"1.43e-02"	"-2.69"	"-3.55663"	"-1.01"	"PFDN4"	"prefoldin subunit 4"
"8107850"	"1.15e-01"	"1.43e-02"	"2.69"	"-3.55695"	"5.53e-01"	"CHSY3"	"chondroitin sulfate synthase 3"
"7950524"	"1.15e-01"	"1.43e-02"	"2.69"	"-3.55734"	"4.57e-01"	"MAP6"	"microtubule associated protein 6"
"7998655"	"1.15e-01"	"1.43e-02"	"-2.69"	"-3.55749"	"-7.48e-01"	"RPS2"	"ribosomal protein S2"
"8044745"	"1.15e-01"	"1.43e-02"	"-2.69"	"-3.55759"	"-9.33e-01"	"DDX18"	"DEAD-box helicase 18"
"7957850"	"1.15e-01"	"1.43e-02"	"-2.69"	"-3.55869"	"-1.49"	"GAS2L3"	"growth arrest specific 2 like 3"
"7903321"	"1.15e-01"	"1.44e-02"	"-2.69"	"-3.56179"	"-9.93e-01"	"RTCA"	"RNA 3'-terminal phosphate cyclase"
"8088745"	"1.15e-01"	"1.44e-02"	"2.69"	"-3.56273"	"1.65"	"FRMD4B"	"FERM domain containing 4B"
"8016324"	"1.15e-01"	"1.44e-02"	"-2.69"	"-3.56293"	"-8.07e-01"	"CDC27"	"cell division cycle 27"
"8165808"	"1.15e-01"	"1.44e-02"	"2.69"	"-3.56311"	"1.43"	"XG"	"Xg blood group"
"7894129"	"1.16e-01"	"1.45e-02"	"-2.68"	"-3.56622"	"-1.49"	""	""
"7894005"	"1.16e-01"	"1.45e-02"	"2.68"	"-3.56701"	"7.55e-01"	""	""
"8130645"	"1.16e-01"	"1.45e-02"	"2.68"	"-3.56709"	"7.89e-01"	"PARK2"	"parkin RBR E3 ubiquitin protein ligase"
"7900888"	"1.16e-01"	"1.45e-02"	"-2.68"	"-3.56833"	"-5.58e-01"	"IPO13"	"importin 13"
"8142345"	"1.16e-01"	"1.45e-02"	"2.68"	"-3.56968"	"1.21"	"DOCK4"	"dedicator of cytokinesis 4"
"8154491"	"1.16e-01"	"1.45e-02"	"2.68"	"-3.56978"	"1.22"	"ADAMTSL1"	"ADAMTS like 1"
"8123717"	"1.16e-01"	"1.45e-02"	"-2.68"	"-3.57019"	"-1.40"	"RPP40"	"ribonuclease P/MRP subunit p40"
"7983650"	"1.16e-01"	"1.45e-02"	"-2.68"	"-3.5702"	"-3.16"	"SLC27A2"	"solute carrier family 27 member 2"
"7945071"	"1.16e-01"	"1.45e-02"	"-2.68"	"-3.57025"	"-1.46"	"FOXRED1"	"FAD dependent oxidoreductase domain containing 1"
"7956114"	"1.16e-01"	"1.45e-02"	"-2.68"	"-3.57159"	"-8.72e-01"	"LOC100996747///RPS26P11///RPS26///PDPK1"	"40S ribosomal protein S26///ribosomal protein S26 pseudogene 11///ribosomal protein S26///3-phosphoinositide dependent protein kinase 1"
"7911359"	"1.16e-01"	"1.46e-02"	"-2.68"	"-3.57205"	"-1.31"	"NOC2L"	"NOC2 like nucleolar associated transcriptional repressor"
"7924069"	"1.16e-01"	"1.46e-02"	"-2.68"	"-3.57219"	"-1.65"	""	""
"8093906"	"1.16e-01"	"1.46e-02"	"2.68"	"-3.57295"	"8.78e-01"	"WFS1"	"wolframin ER transmembrane glycoprotein"
"7987584"	"1.16e-01"	"1.46e-02"	"-2.68"	"-3.57353"	"-6.91e-01"	"INO80"	"INO80 complex subunit"
"8125859"	"1.16e-01"	"1.46e-02"	"-2.68"	"-3.57375"	"-8.19e-01"	"TAF11"	"TATA-box binding protein associated factor 11"
