ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8034130	9.58E-05	8.95E-07	7.06	5.89416	2.24	KANK2	KN motif and ankyrin repeat domains 2
8069269	9.70E-05	9.09E-07	7.05	5.8789	2.4	COL6A1	collagen type VI alpha 1 chain
7951437	9.70E-05	9.12E-07	7.05	5.87596	2.55	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2
7919589	9.73E-05	9.17E-07	-7.05	5.86967	-2.02	HIST2H3D///HIST2H3A///HIST2H3C	histone cluster 2, H3d///histone cluster 2, H3a///histone cluster 2, H3c
7907222	1.05E-04	1.00E-06	7	5.78016	4.09	PRRX1	paired related homeobox 1
7909146	1.05E-04	1.02E-06	-6.99	5.76934	-2.79	FAM72A///FAM72D///FAM72B	family with sequence similarity 72 member A///family with sequence similarity 72 member D///family with sequence similarity 72 member B
8095080	1.05E-04	1.02E-06	6.99	5.76466	4.13	PDGFRA	platelet derived growth factor receptor alpha
8017927	1.05E-04	1.02E-06	6.99	5.76444	2.19	ABCA9	ATP binding cassette subfamily A member 9
8156706	1.07E-04	1.04E-06	6.98	5.74605	2.85	TMOD1	tropomodulin 1
7964271	1.12E-04	1.09E-06	-6.96	5.69675	-2.42	PRIM1	primase (DNA) subunit 1
7960340	1.12E-04	1.10E-06	-6.95	5.68897	-3.67	FOXM1	forkhead box M1
7906435	1.13E-04	1.12E-06	6.95	5.67411	2.16	ACKR1	atypical chemokine receptor 1 (Duffy blood group)
7901010	1.14E-04	1.13E-06	-6.94	5.66273	-3.53	KIF2C	kinesin family member 2C
8071212	1.18E-04	1.19E-06	-6.92	5.61583	-2.52	CDC45	cell division cycle 45
8155665	1.19E-04	1.20E-06	6.91	5.60313	2.69	PGM5	phosphoglucomutase 5
8105828	1.19E-04	1.20E-06	-6.91	5.6017	-3.67	CCNB1	cyclin B1
8024900	1.21E-04	1.24E-06	-6.9	5.5699	-2.11	UHRF1	ubiquitin like with PHD and ring finger domains 1
8095751	1.21E-04	1.25E-06	6.89	5.56677	3.12	PARM1	prostate androgen-regulated mucin-like protein 1
8064844	1.22E-04	1.27E-06	-6.89	5.55272	-2.29	PCNA	proliferating cell nuclear antigen
7937020	1.22E-04	1.27E-06	-6.89	5.55263	-3.31	MKI67	marker of proliferation Ki-67
8007071	1.23E-04	1.28E-06	-6.88	5.54398	-4.41	CDC6	cell division cycle 6
7975045	1.27E-04	1.32E-06	-6.87	5.51163	-2.21	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
8043995	1.27E-04	1.33E-06	6.86	5.50478	3.71	IL1R1	interleukin 1 receptor type 1
8130867	1.31E-04	1.37E-06	6.85	5.47305	3.53	THBS2	thrombospondin 2
8040578	1.31E-04	1.39E-06	-6.84	5.4639	-2.09	CENPO	centromere protein O
8001197	1.31E-04	1.39E-06	-6.84	5.45965	-2.85	NETO2	neuropilin and tolloid like 2
8123446	1.32E-04	1.41E-06	6.83	5.44771	3	SMOC2	SPARC related modular calcium binding 2
8148059	1.35E-04	1.44E-06	6.82	5.42764	3.54	DEPTOR	DEP domain containing MTOR-interacting protein
7929258	1.38E-04	1.48E-06	-6.81	5.40116	-3.6	KIF11	kinesin family member 11
7904452	1.38E-04	1.48E-06	-6.81	5.39829	-2.74	FAM72A///FAM72D///FAM72B	family with sequence similarity 72 member A///family with sequence similarity 72 member D///family with sequence similarity 72 member B
8001133	1.39E-04	1.50E-06	-6.8	5.38625	-4.04	SHCBP1	SHC binding and spindle associated 1
8077366	1.41E-04	1.52E-06	6.8	5.37358	2.26	LRRN1	leucine rich repeat neuronal 1
8090098	1.44E-04	1.55E-06	6.79	5.34994	3.3	MYLK	myosin light chain kinase
8102643	1.44E-04	1.56E-06	-6.78	5.34387	-3.18	CCNA2	cyclin A2
8132151	1.48E-04	1.61E-06	6.77	5.314	2.28	ADCYAP1R1	ADCYAP receptor type I
7923426	1.55E-04	1.69E-06	-6.75	5.26883	-3.29	UBE2T	ubiquitin conjugating enzyme E2 T
8179564	1.59E-04	1.74E-06	-6.73	5.24015	-2.53	KIFC1	kinesin family member C1
7914878	1.67E-04	1.83E-06	-6.71	5.19	-3.48	CLSPN///CLSPN	claspin///claspin
8128329	1.71E-04	1.88E-06	-6.69	5.16082	-2.27	MMS22L	MMS22 like, DNA repair protein
7982663	1.77E-04	1.96E-06	-6.67	5.12342	-3.43	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B
8117583	1.80E-04	1.99E-06	-6.67	5.1055	-2.73	HIST1H3H///HIST1H2AI	histone cluster 1, H3h///histone cluster 1, H2ai
8101659	1.84E-04	2.05E-06	6.65	5.0795	6.55	SPARCL1	SPARC like 1
8132318	1.88E-04	2.10E-06	-6.64	5.05332	-4.22	ANLN	anillin actin binding protein
7989750	1.90E-04	2.13E-06	6.63	5.04024	2.89	CILP	cartilage intermediate layer protein
7969243	1.93E-04	2.17E-06	-6.63	5.02299	-2.67	CKAP2	cytoskeleton associated protein 2
7935613	1.93E-04	2.18E-06	6.62	5.01825	2.69	HPSE2	heparanase 2 (inactive)
7930593	1.94E-04	2.20E-06	6.62	5.00876	2.04	PLEKHS1	pleckstrin homology domain containing S1
8039928	1.94E-04	2.20E-06	-6.62	5.00869	-2.7	FAM72A///FAM72D///FAM72B	family with sequence similarity 72 member A///family with sequence similarity 72 member D///family with sequence similarity 72 member B
7961580	1.97E-04	2.25E-06	6.61	4.98669	3.24	LMO3	LIM domain only 3
8144036	1.97E-04	2.27E-06	-6.6	4.97705	-2.69	XRCC2	X-ray repair cross complementing 2
8035793	2.10E-04	2.43E-06	6.57	4.90987	3.36	ZNF737///ZNF737	zinc finger protein 737///zinc finger protein 737
8069689	2.11E-04	2.45E-06	6.57	4.90193	2.25	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5
8097356	2.20E-04	2.59E-06	-6.54	4.84866	-2.92	PLK4	polo like kinase 4
7910997	2.20E-04	2.59E-06	-6.54	4.84674	-4.09	EXO1	exonuclease 1
8118669	2.21E-04	2.61E-06	-6.54	4.83928	-2.29	KIFC1	kinesin family member C1
8061894	2.30E-04	2.75E-06	6.51	4.78852	4.28	BPIFB1	BPI fold containing family B member 1
8023882	2.33E-04	2.79E-06	6.5	4.77361	2.28	ZNF516	zinc finger protein 516
8043602	2.37E-04	2.84E-06	-6.49	4.75446	-3.04	NCAPH	non-SMC condensin I complex subunit H
7913869	2.40E-04	2.90E-06	-6.48	4.73424	-2.31	STMN1	stathmin 1
8068478	2.45E-04	2.97E-06	-6.47	4.71276	-2.2	CHAF1B	chromatin assembly factor 1 subunit B
7903592	2.45E-04	2.98E-06	6.47	4.70758	3.92	KIAA1324	KIAA1324
7974542	2.45E-04	2.98E-06	6.47	4.70756	2.33	TMEM260	transmembrane protein 260
8123744	2.45E-04	2.99E-06	6.47	4.70433	4.12	F13A1	coagulation factor XIII A chain
8105585	2.49E-04	3.05E-06	6.46	4.68608	2.35	RNF180	ring finger protein 180
8007420	2.57E-04	3.17E-06	6.44	4.64686	2.6	AOC3	amine oxidase, copper containing 3
8090823	2.59E-04	3.21E-06	6.44	4.63621	2.54	SLCO2A1	solute carrier organic anion transporter family member 2A1
8091385	2.66E-04	3.31E-06	6.42	4.60528	4.05	CP	ceruloplasmin (ferroxidase)
8115543	2.74E-04	3.43E-06	6.41	4.56933	2.92	EBF1///PDGFRB	early B-cell factor 1///platelet derived growth factor receptor beta
8093500	2.79E-04	3.50E-06	-6.4	4.54895	-2.24	TACC3	transforming acidic coiled-coil containing protein 3
7961514	2.79E-04	3.51E-06	6.39	4.5474	5.32	MGP	matrix Gla protein
7921916	2.79E-04	3.51E-06	6.39	4.54586	4.47	RGS5	regulator of G-protein signaling 5
8062766	2.85E-04	3.63E-06	-6.38	4.51412	-3.45	MYBL2	MYB proto-oncogene like 2
8120838	2.88E-04	3.68E-06	-6.37	4.50169	-3.45	TTK	TTK protein kinase
7955063	2.99E-04	3.85E-06	-6.35	4.4566	-2.27	TMEM106C	transmembrane protein 106C
7956076	2.99E-04	3.85E-06	-6.35	4.45633	-2.23	CDK2	cyclin dependent kinase 2
8008784	3.01E-04	3.88E-06	-6.35	4.44925	-3.1	PRR11	proline rich 11
7944082	3.02E-04	3.90E-06	6.34	4.44234	3.8	TAGLN	transgelin
8060432	3.03E-04	3.93E-06	6.34	4.43599	3.34	TGM3	transglutaminase 3
7970441	3.04E-04	3.94E-06	6.34	4.43258	3.05	GJB2	gap junction protein beta 2
7992293	3.12E-04	4.06E-06	6.33	4.40363	2.29	TMEM204	transmembrane protein 204
7940147	3.18E-04	4.15E-06	-6.32	4.3817	-3.25	FAM111B	family with sequence similarity 111 member B
7997642	3.19E-04	4.16E-06	6.31	4.3785	3.03	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
7943892	3.21E-04	4.22E-06	6.31	4.36467	2.56	NCAM1	neural cell adhesion molecule 1
7981949	3.23E-04	4.27E-06	6.3	4.35433	2.75	SNORD116-1	small nucleolar RNA, C/D box 116-1
8049487	3.26E-04	4.32E-06	6.3	4.34128	2.49	MLPH	melanophilin
8151310	3.27E-04	4.35E-06	6.29	4.33618	2.12	EYA1	EYA transcriptional coactivator and phosphatase 1
8035842	3.38E-04	4.51E-06	6.28	4.29925	2.02	ZNF91	zinc finger protein 91
7929438	3.40E-04	4.55E-06	-6.27	4.28993	-2.85	HELLS	helicase, lymphoid-specific
8156043	3.40E-04	4.56E-06	-6.27	4.28882	-4.08	PSAT1	phosphoserine aminotransferase 1
8141395	3.42E-04	4.61E-06	-6.27	4.27912	-2.42	MCM7	minichromosome maintenance complex component 7
7916898	3.50E-04	4.76E-06	-6.25	4.24702	-3.68	DEPDC1	DEP domain containing 1
8106743	3.52E-04	4.80E-06	6.25	4.23732	4.25	VCAN	versican
8107133	3.58E-04	4.90E-06	6.24	4.21826	2.65	PAM	peptidylglycine alpha-amidating monooxygenase
7934026	3.58E-04	4.92E-06	-6.23	4.21386	-2.79	DNA2	DNA replication helicase/nuclease 2
7994109	3.64E-04	5.00E-06	-6.23	4.19693	-3.56	PLK1	polo like kinase 1
8103389	3.68E-04	5.08E-06	6.22	4.18307	2.72	CTSO	cathepsin O
8028872	3.76E-04	5.19E-06	6.21	4.16073	2.38	LTBP4	latent transforming growth factor beta binding protein 4
7922391	3.76E-04	5.20E-06	-6.21	4.15857	-2.19	CENPL	centromere protein L
7916316	3.84E-04	5.37E-06	-6.19	4.12816	-2.29	NDC1	NDC1 transmembrane nucleoporin
7905079	3.84E-04	5.38E-06	-6.19	4.12541	-2.01	HIST2H2AA4///HIST2H2AB///HIST2H2AC///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 2, H2ab///histone cluster 2, H2ac///histone cluster 2, H2aa3
7919619	3.84E-04	5.38E-06	-6.19	4.12541	-2.01	HIST2H2AA4///HIST2H2AB///HIST2H2AC///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 2, H2ab///histone cluster 2, H2ac///histone cluster 2, H2aa3
8101260	3.87E-04	5.43E-06	6.19	4.11578	3.96	ANTXR2	anthrax toxin receptor 2
8063043	3.90E-04	5.49E-06	-6.18	4.10568	-2.46	UBE2C	ubiquitin conjugating enzyme E2 C
7968484	3.91E-04	5.52E-06	-6.18	4.09994	-2.16	BRCA2	BRCA2, DNA repair associated
8103769	3.95E-04	5.58E-06	6.18	4.08875	3.37	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
7995681	3.96E-04	5.63E-06	6.17	4.08043	4.45	MMP2	matrix metallopeptidase 2
7921033	4.09E-04	5.84E-06	-6.15	4.0438	-2.18	IQGAP3	IQ motif containing GTPase activating protein 3
8173917	4.09E-04	5.85E-06	6.15	4.04263	2.29	NAP1L3	nucleosome assembly protein 1 like 3
8129573	4.13E-04	5.92E-06	6.15	4.03042	2.24	MOXD1	monooxygenase DBH like 1
7935188	4.21E-04	6.06E-06	6.14	4.00823	2.44	SORBS1	sorbin and SH3 domain containing 1
8108697	4.30E-04	6.21E-06	6.13	3.98477	2.79	PCDHB5	protocadherin beta 5
7953775	4.41E-04	6.38E-06	6.11	3.95725	4.82	A2ML1	alpha-2-macroglobulin like 1
7975779	4.52E-04	6.59E-06	6.1	3.92557	3.71	FOS	Fos proto-oncogene, AP-1 transcription factor subunit
8086607	4.53E-04	6.61E-06	6.1	3.92288	3.43	LTF	lactotransferrin
8018774	4.53E-04	6.62E-06	6.1	3.92106	2.01	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1
8028600	4.59E-04	6.75E-06	6.09	3.90217	2.2	NCCRP1	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)
8040712	4.62E-04	6.80E-06	-6.08	3.8947	-2.01	SLC35F6///CENPA	solute carrier family 35 member F6///centromere protein A
7998434	4.63E-04	6.85E-06	6.08	3.88771	2.01	TPSB2///TPSD1///TPSAB1	tryptase beta 2 (gene/pseudogene)///tryptase delta 1///tryptase alpha/beta 1
8025918	4.96E-04	7.41E-06	6.04	3.80911	2.62	CNN1	calponin 1
8128991	5.00E-04	7.49E-06	6.04	3.79886	3.59	LAMA4	laminin subunit alpha 4
7905220	5.05E-04	7.61E-06	6.03	3.78334	2.09	ECM1	extracellular matrix protein 1
8096511	5.11E-04	7.76E-06	6.02	3.76442	2.12	BMPR1B	bone morphogenetic protein receptor type 1B
8100393	5.27E-04	8.01E-06	6.01	3.73243	3.42	KDR	kinase insert domain receptor
8088560	5.35E-04	8.14E-06	6	3.71634	2.15	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9
8113039	5.50E-04	8.39E-06	5.99	3.68692	3.11	MEF2C	myocyte enhancer factor 2C
7940561	5.51E-04	8.43E-06	-5.98	3.68267	-2.31	FEN1	flap structure-specific endonuclease 1
7923189	5.63E-04	8.64E-06	-5.97	3.65811	-3.31	KIF14	kinesin family member 14
8060813	5.67E-04	8.74E-06	-5.97	3.64712	-2.62	MCM8	minichromosome maintenance 8 homologous recombination repair factor
8067167	5.73E-04	8.86E-06	-5.96	3.63294	-3.69	AURKA	aurora kinase A
7953351	5.98E-04	9.34E-06	-5.94	3.58125	-2.32	NCAPD2	non-SMC condensin I complex subunit D2
8073775	6.00E-04	9.39E-06	5.93	3.57628	3	FBLN1	fibulin 1
8083709	6.11E-04	9.57E-06	-5.92	3.55677	-2.55	SMC4	structural maintenance of chromosomes 4
8112327	6.48E-04	1.02E-05	-5.9	3.49622	-2.25	CKS1B	CDC28 protein kinase regulatory subunit 1B
7900699	6.50E-04	1.02E-05	-5.89	3.49056	-3.32	CDC20	cell division cycle 20
8065359	6.69E-04	1.06E-05	5.88	3.45232	2.38	CD93	CD93 molecule
8043276	6.69E-04	1.07E-05	5.88	3.45115	2.22	SNORD94	small nucleolar RNA, C/D box 94
7994074	6.76E-04	1.08E-05	5.87	3.43891	2.39	SCNN1B	sodium channel epithelial 1 beta subunit
8064539	6.89E-04	1.11E-05	5.86	3.41386	2.55	CPXM1	carboxypeptidase X, M14 family member 1
8071332	6.90E-04	1.11E-05	-5.86	3.40749	-2.45	RANBP1	RAN binding protein 1
7974902	7.11E-04	1.15E-05	5.84	3.37349	2.96	RHOJ	ras homolog family member J
7926896	7.47E-04	1.22E-05	-5.81	3.31339	-2.14	CKS1B	CDC28 protein kinase regulatory subunit 1B
7926821	7.47E-04	1.23E-05	-5.81	3.31183	-2.47	MASTL	microtubule associated serine/threonine kinase like
8112260	7.50E-04	1.24E-05	-5.81	3.30521	-2.53	DEPDC1B	DEP domain containing 1B
8003503	7.50E-04	1.24E-05	-5.81	3.3034	-2.29	FANCA	Fanconi anemia complementation group A
7981958	7.65E-04	1.27E-05	5.79	3.27424	3.39	SNORD116-9///SNORD116-7///SNORD116-5///SNORD116-3	small nucleolar RNA, C/D box 116-9///small nucleolar RNA, C/D box 116-7///small nucleolar RNA, C/D box 116-5///small nucleolar RNA, C/D box 116-3
7981962	7.65E-04	1.27E-05	5.79	3.27424	3.39	SNORD116-9///SNORD116-7///SNORD116-5///SNORD116-3	small nucleolar RNA, C/D box 116-9///small nucleolar RNA, C/D box 116-7///small nucleolar RNA, C/D box 116-5///small nucleolar RNA, C/D box 116-3
8146130	7.71E-04	1.29E-05	-5.79	3.26369	-2.24	GINS4	GINS complex subunit 4
8169984	7.74E-04	1.30E-05	-5.78	3.25471	-2.01	HPRT1	hypoxanthine phosphoribosyltransferase 1
8059905	7.82E-04	1.32E-05	5.78	3.2413	5.15	COL6A3	collagen type VI alpha 3 chain
8056518	7.91E-04	1.34E-05	5.77	3.22705	2.3	SCN7A	sodium voltage-gated channel alpha subunit 7
7985873	7.91E-04	1.34E-05	-5.77	3.22638	-2.84	TICRR	TOPBP1 interacting checkpoint and replication regulator
8127031	7.99E-04	1.36E-05	-5.76	3.2079	-2.25	MCM3	minichromosome maintenance complex component 3
8157193	8.01E-04	1.37E-05	5.76	3.2041	2.25	ZNF483	zinc finger protein 483
7976073	8.05E-04	1.38E-05	5.76	3.19573	2.5	FLRT2	fibronectin leucine rich transmembrane protein 2
8102560	8.20E-04	1.41E-05	-5.75	3.17389	-2.54	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)
8075635	8.26E-04	1.42E-05	5.74	3.16525	2.08	TIMP3	TIMP metallopeptidase inhibitor 3
7905548	8.28E-04	1.44E-05	5.74	3.15531	6.36	SPRR3	small proline rich protein 3
8057578	8.28E-04	1.44E-05	5.74	3.15527	3.09	CALCRL	calcitonin receptor like receptor
7974366	8.37E-04	1.46E-05	5.73	3.13946	2.87	PTGER2	prostaglandin E receptor 2
7924096	8.40E-04	1.47E-05	-5.73	3.13266	-2.73	NEK2	NIMA related kinase 2
7914851	9.00E-04	1.59E-05	-5.69	3.05405	-2.52	CLSPN	claspin
8145570	9.39E-04	1.67E-05	-5.67	3.00952	-2.97	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2
7969374	9.66E-04	1.74E-05	-5.65	2.96875	-2.14	BORA	bora, aurora kinase A activator
7981953	9.66E-04	1.74E-05	5.65	2.96657	3.75	SNORD116-9///SNORD116-8///SNORD116-7///SNORD116-5///SNORD116-3	small nucleolar RNA, C/D box 116-9///small nucleolar RNA, C/D box 116-8///small nucleolar RNA, C/D box 116-7///small nucleolar RNA, C/D box 116-5///small nucleolar RNA, C/D box 116-3
7981966	9.66E-04	1.74E-05	5.65	2.96657	3.75	SNORD116-9///SNORD116-8///SNORD116-7///SNORD116-5///SNORD116-3	small nucleolar RNA, C/D box 116-9///small nucleolar RNA, C/D box 116-8///small nucleolar RNA, C/D box 116-7///small nucleolar RNA, C/D box 116-5///small nucleolar RNA, C/D box 116-3
7922200	9.73E-04	1.76E-05	5.65	2.95768	2.23	SELP	selectin P
8089145	9.77E-04	1.78E-05	5.64	2.94615	3.25	ABI3BP	ABI family member 3 binding protein
8117020	9.77E-04	1.78E-05	5.64	2.94541	2.01	MYLIP	myosin regulatory light chain interacting protein
8172022	9.77E-04	1.78E-05	5.64	2.94365	4.18	TMEM47	transmembrane protein 47
8101587	9.77E-04	1.78E-05	5.64	2.9433	2.19	MAPK10	mitogen-activated protein kinase 10
8135734	9.80E-04	1.79E-05	5.64	2.93859	2.7	CPED1	cadherin like and PC-esterase domain containing 1
8167305	9.92E-04	1.83E-05	-5.63	2.91707	-2.05	EBP	emopamil binding protein (sterol isomerase)
8157582	9.92E-04	1.83E-05	5.63	2.91659	2.6	GSN	gelsolin
8054702	1.00E-03	1.86E-05	-5.62	2.90175	-2.51	CKAP2L	cytoskeleton associated protein 2 like
8108301	1.02E-03	1.89E-05	-5.61	2.88441	-3.33	KIF20A	kinesin family member 20A
7962312	1.03E-03	1.92E-05	5.61	2.8682	2.09	ABCD2	ATP binding cassette subfamily D member 2
7958031	1.04E-03	1.94E-05	-5.6	2.85684	-2.46	PARPBP	PARP1 binding protein
8117225	1.05E-03	1.98E-05	-5.59	2.83776	-2.87	GMNN	geminin, DNA replication inhibitor
8097288	1.07E-03	2.01E-05	5.58	2.82357	2.15	FAT4	FAT atypical cadherin 4
7985213	1.08E-03	2.04E-05	-5.58	2.80763	-3.02	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit
8156290	1.09E-03	2.05E-05	-5.58	2.80406	-3.63	CKS2	CDC28 protein kinase regulatory subunit 2
7955663	1.09E-03	2.07E-05	5.57	2.79505	2.1	TNS2	tensin 2
7978846	1.09E-03	2.07E-05	-5.57	2.79364	-2.46	POLE2	DNA polymerase epsilon 2, accessory subunit
8077731	1.10E-03	2.09E-05	-5.57	2.7842	-2.48	FANCD2	Fanconi anemia complementation group D2
8008588	1.10E-03	2.10E-05	5.57	2.78297	2.17	HLF	HLF, PAR bZIP transcription factor
8015133	1.13E-03	2.16E-05	5.55	2.75259	2.64	KRT23	keratin 23
7986068	1.22E-03	2.37E-05	-5.51	2.6597	-2.27	BLM	Bloom syndrome RecQ like helicase
7997381	1.23E-03	2.40E-05	-5.51	2.64977	-3.24	CENPN	centromere protein N
8012403	1.24E-03	2.43E-05	-5.5	2.63693	-2.34	AURKB	aurora kinase B
8120833	1.26E-03	2.47E-05	5.49	2.62151	3.3	SH3BGRL2	SH3 domain binding glutamate rich protein like 2
8169061	1.27E-03	2.50E-05	5.49	2.61082	2.07	PLP1	proteolipid protein 1
8082012	1.27E-03	2.51E-05	5.48	2.60489	3.3	SLC15A2	solute carrier family 15 member 2
7916167	1.27E-03	2.53E-05	-5.48	2.59742	-2.45	ORC1	origin recognition complex subunit 1
7926259	1.31E-03	2.62E-05	-5.47	2.56387	-2.86	MCM10	minichromosome maintenance 10 replication initiation factor
7939052	1.31E-03	2.62E-05	5.46	2.5614	2.55	FIBIN	fin bud initiation factor homolog (zebrafish)
8143781	1.32E-03	2.64E-05	5.46	2.55518	2.22	GIMAP6	GTPase, IMAP family member 6
8042356	1.32E-03	2.66E-05	5.46	2.54616	3.08	MEIS1	Meis homeobox 1
8145418	1.44E-03	2.96E-05	-5.41	2.44151	-2.93	CDCA2	cell division cycle associated 2
8067233	1.45E-03	2.97E-05	5.41	2.43809	2.11	PMEPA1	prostate transmembrane protein, androgen induced 1
8040440	1.45E-03	3.01E-05	-5.4	2.42563	-2.01	GEN1	GEN1, Holliday junction 5' flap endonuclease
8102532	1.46E-03	3.03E-05	5.4	2.41875	3.47	PDE5A	phosphodiesterase 5A
8145669	1.46E-03	3.05E-05	5.4	2.412	2.26	RBPMS	RNA binding protein with multiple splicing
8148124	1.46E-03	3.06E-05	-5.4	2.41099	-2.16	MTBP	MDM2 binding protein
8057677	1.46E-03	3.07E-05	5.39	2.40739	4.69	SLC40A1	solute carrier family 40 member 1
8124391	1.49E-03	3.15E-05	-5.38	2.38222	-2.59	HIST1H2AB	histone cluster 1, H2ab
7982712	1.50E-03	3.18E-05	-5.38	2.37264	-3.14	KNSTRN	kinetochore localized astrin/SPAG5 binding protein
7918622	1.50E-03	3.20E-05	-5.38	2.36495	-2.74	SLC16A1	solute carrier family 16 member 1
8102076	1.50E-03	3.20E-05	-5.37	2.3642	-2.35	CENPE	centromere protein E
8105778	1.52E-03	3.24E-05	5.37	2.35338	3.69	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
8083260	1.54E-03	3.30E-05	5.36	2.33564	3.55	CPA3	carboxypeptidase A3
8044548	1.54E-03	3.30E-05	5.36	2.3336	3.18	IL36A	interleukin 36, alpha
7982377	1.54E-03	3.32E-05	5.36	2.32921	3.11	GREM1	gremlin 1, DAN family BMP antagonist
8098423	1.54E-03	3.33E-05	-5.36	2.32707	-2.44	NEIL3	nei like DNA glycosylase 3
7926410	1.59E-03	3.46E-05	5.34	2.28934	2.86	MRC1	mannose receptor, C type 1
7926451	1.59E-03	3.46E-05	5.34	2.28934	2.86	MRC1	mannose receptor, C type 1
7960464	1.59E-03	3.46E-05	5.34	2.28889	2.99	VWF	von Willebrand factor
8048541	1.60E-03	3.49E-05	5.34	2.27938	2.39	DES	desmin
8019857	1.63E-03	3.56E-05	-5.33	2.25894	-2.69	NDC80	NDC80, kinetochore complex component
8046922	1.64E-03	3.60E-05	5.32	2.24991	4.6	COL3A1	collagen type III alpha 1 chain
8111915	1.64E-03	3.61E-05	5.32	2.24596	4.29	SEPP1	selenoprotein P, plasma, 1
7970513	1.66E-03	3.70E-05	-5.31	2.22324	-2.95	SKA3	spindle and kinetochore associated complex subunit 3
7982792	1.69E-03	3.79E-05	-5.3	2.19868	-2.71	RAD51	RAD51 recombinase
7948902	1.74E-03	3.93E-05	-5.28	2.16252	-2.44	SNHG1///SNORD29	small nucleolar RNA host gene 1///small nucleolar RNA, C/D box 29
8174576	1.81E-03	4.11E-05	5.26	2.11947	2.01	AMOT	angiomotin
8121794	1.87E-03	4.29E-05	5.24	2.07692	2.28	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A
7956301	1.87E-03	4.31E-05	5.24	2.07096	2.08	LRP1	LDL receptor related protein 1
7960947	1.88E-03	4.34E-05	5.24	2.06456	5.04	A2M	alpha-2-macroglobulin
8168868	1.89E-03	4.39E-05	5.23	2.05329	2.45	ARMCX1	armadillo repeat containing, X-linked 1
7995354	1.89E-03	4.40E-05	-5.23	2.05194	-2.77	ORC6	origin recognition complex subunit 6
8117589	1.93E-03	4.50E-05	-5.22	2.02975	-2.5	HIST1H3H	histone cluster 1, H3h
8151496	1.96E-03	4.60E-05	5.21	2.00713	2.18	ZNF704	zinc finger protein 704
8085431	1.98E-03	4.68E-05	-5.21	1.99147	-2.32	NUP210	nucleoporin 210
7956401	2.03E-03	4.82E-05	-5.19	1.96072	-2.07	SHMT2	serine hydroxymethyltransferase 2
7997839	2.04E-03	4.86E-05	-5.19	1.95339	-2.37	CDT1	chromatin licensing and DNA replication factor 1
7948906	2.06E-03	4.91E-05	-5.18	1.94277	-2.91	SNHG1///SNORD27	small nucleolar RNA host gene 1///small nucleolar RNA, C/D box 27
8089544	2.06E-03	4.93E-05	5.18	1.9385	3.5	CCDC80	coiled-coil domain containing 80
8129763	2.10E-03	5.05E-05	-5.17	1.91594	-2.32	MTFR2	mitochondrial fission regulator 2
8026051	2.10E-03	5.06E-05	-5.17	1.9139	-2.39	RNASEH2A	ribonuclease H2 subunit A
8091402	2.15E-03	5.21E-05	5.16	1.88491	2.21	TM4SF18	transmembrane 4 L six family member 18
8174513	2.16E-03	5.25E-05	5.15	1.87793	2.3	CHRDL1	chordin like 1
7943984	2.22E-03	5.41E-05	5.14	1.84832	2.29	ZBTB16	zinc finger and BTB domain containing 16
7974404	2.31E-03	5.69E-05	-5.12	1.79725	-3.25	CDKN3	cyclin dependent kinase inhibitor 3
8134263	2.33E-03	5.75E-05	5.11	1.7881	5.44	COL1A2///COL1A2	collagen type I alpha 2 chain///collagen type I alpha 2 chain
7971150	2.37E-03	5.87E-05	5.1	1.76678	2.01	LHFP	lipoma HMGIC fusion partner
8137264	2.38E-03	5.92E-05	5.1	1.7582	2.71	TMEM176A	transmembrane protein 176A
8112902	2.40E-03	6.00E-05	-5.1	1.74617	-2.32	DHFR	dihydrofolate reductase
7954481	2.50E-03	6.28E-05	5.07	1.70043	2.26	SSPN	sarcospan
8139057	2.53E-03	6.38E-05	5.07	1.685	2.72	ELMO1	engulfment and cell motility 1
8022640	2.60E-03	6.64E-05	-5.05	1.64618	-2.35	DHFR	dihydrofolate reductase
7981964	2.69E-03	6.96E-05	5.03	1.59969	3.67	SNORD116-9///SNORD116-8///SNORD116-6///SNORD116-3	small nucleolar RNA, C/D box 116-9///small nucleolar RNA, C/D box 116-8///small nucleolar RNA, C/D box 116-6///small nucleolar RNA, C/D box 116-3
8140151	2.73E-03	7.07E-05	-5.02	1.5834	-2.17	RFC2	replication factor C subunit 2
